order_number,order_line_number,customer_key,product_key,order_date,ship_date,location_key,payment_type,payment_provider,shipping_type,carrier,quantity,unit_price,unit_cost,discount_amount,tax_amount,shipping_cost,line_total,line_profit,order_total,order_status
ORD-00007432,2,CUST-000262,PROD-000152,2024-05-11,2024-05-14,LOC-0039,Debit Card,Visa,Express,FedEx,4,170.71,121.29,0.0,54.63,0.0,682.84,197.68,2132.7,Delivered
ORD-00007433,1,CUST-000809,PROD-000096,2024-02-13,2024-02-15,LOC-0005,Digital Wallet,PayPal,Express,UPS,3,76.7,43.73,0.0,18.41,7.34,230.1,98.91,255.85,Delivered
ORD-00007434,1,CUST-000607,PROD-000106,2024-09-07,2024-09-10,LOC-0009,Credit Card,Visa,Express,FedEx,1,215.5,109.81,13.25,16.18,6.39,202.25,92.44,224.82,Delivered
ORD-00007435,1,CUST-000236,PROD-000379,2024-06-14,2024-06-16,LOC-0024,Digital Wallet,Google Pay,Overnight,UPS,2,634.55,284.77,0.0,101.53,14.4,1269.1,699.56,1385.03,Shipped
ORD-00007436,1,CUST-000643,PROD-000211,2024-04-26,2024-04-28,LOC-0033,Digital Wallet,PayPal,Express,UPS,1,257.02,136.74,0.0,20.56,11.58,257.02,120.28,289.16,Delivered
ORD-00007436,2,CUST-000643,PROD-000165,2024-04-26,2024-04-28,LOC-0033,Digital Wallet,PayPal,Express,UPS,4,326.92,131.11,0.0,104.61,0.0,1307.68,783.24,1701.45,Delivered
ORD-00007436,3,CUST-000643,PROD-000295,2024-04-26,2024-04-28,LOC-0033,Digital Wallet,PayPal,Express,UPS,4,630.04,484.27,0.0,201.61,0.0,2520.16,583.08,4423.22,Delivered
ORD-00007437,1,CUST-000635,PROD-000271,2025-06-08,,LOC-0037,Credit Card,Mastercard,Overnight,FedEx,1,467.37,199.92,0.0,37.39,5.41,467.37,267.45,510.17,Cancelled
ORD-00007438,1,CUST-000862,PROD-000475,2025-04-21,2025-04-24,LOC-0023,Credit Card,American Express,Overnight,FedEx,1,677.06,303.91,0.0,54.16,10.34,677.06,373.15,741.56,Delivered
ORD-00007438,2,CUST-000862,PROD-000185,2025-04-21,2025-04-24,LOC-0023,Credit Card,American Express,Overnight,FedEx,5,583.72,418.88,464.75,196.31,0.0,2453.85,359.45,3391.72,Delivered
ORD-00007439,1,CUST-000455,PROD-000129,2023-11-06,2023-11-09,LOC-0009,Credit Card,Visa,Express,FedEx,2,140.65,72.84,0.0,22.5,6.41,281.3,135.62,310.21,Delivered
ORD-00007440,1,CUST-000129,PROD-000145,2024-05-27,2024-05-28,LOC-0031,Debit Card,Visa,Overnight,FedEx,5,46.34,21.32,0.0,18.54,12.33,231.7,125.1,262.57,Shipped
ORD-00007441,1,CUST-000731,PROD-000187,2025-08-26,2025-08-28,LOC-0036,Debit Card,Mastercard,Overnight,FedEx,1,833.64,375.59,0.0,66.69,5.67,833.64,458.05,906.0,Shipped
ORD-00007441,2,CUST-000731,PROD-000155,2025-08-26,2025-08-28,LOC-0036,Debit Card,Mastercard,Overnight,FedEx,2,682.54,302.53,0.0,109.21,0.0,1365.08,760.02,2380.29,Shipped
ORD-00007442,1,CUST-000744,PROD-000380,2024-07-31,2024-08-01,LOC-0018,Debit Card,Mastercard,Overnight,UPS,1,817.92,371.32,0.0,65.43,12.22,817.92,446.6,895.57,Delivered
ORD-00007443,1,CUST-000054,PROD-000261,2025-04-26,2025-04-29,LOC-0028,Credit Card,American Express,Standard,USPS,1,1007.39,418.57,73.2,74.74,6.03,934.19,515.62,1014.96,Shipped
ORD-00007444,1,CUST-000091,PROD-000023,2025-02-16,2025-02-18,LOC-0033,Digital Wallet,Apple Pay,Overnight,UPS,3,408.35,164.87,0.0,98.0,8.93,1225.05,730.44,1331.98,Delivered
ORD-00007445,1,CUST-000166,PROD-000054,2024-04-22,2024-04-25,LOC-0011,Credit Card,Visa,Standard,USPS,5,264.58,127.77,0.0,105.83,8.25,1322.9,684.05,1436.98,Delivered
ORD-00007446,1,CUST-000088,PROD-000066,2024-05-31,2024-06-03,LOC-0009,Digital Wallet,Google Pay,Standard,USPS,4,819.46,341.87,0.0,262.23,6.29,3277.84,1910.36,3546.36,Delivered
ORD-00007447,1,CUST-000786,PROD-000024,2024-12-24,2024-12-26,LOC-0026,Credit Card,Visa,Express,FedEx,2,14.2,10.08,0.0,2.27,10.33,28.4,8.24,41.0,Delivered
ORD-00007448,1,CUST-000217,PROD-000343,2025-02-27,2025-02-28,LOC-0001,Credit Card,Visa,Overnight,FedEx,3,98.87,45.3,0.0,23.73,13.33,296.61,160.71,333.67,Shipped
ORD-00007449,1,CUST-000943,PROD-000457,2024-09-08,2024-09-09,LOC-0014,Digital Wallet,PayPal,Overnight,UPS,1,530.77,249.3,0.0,42.46,12.3,530.77,281.47,585.53,Delivered
ORD-00007450,1,CUST-000799,PROD-000162,2024-03-12,,LOC-0014,Debit Card,Mastercard,Overnight,UPS,4,1003.37,401.74,0.0,321.08,13.35,4013.48,2406.52,4347.91,Processing
ORD-00007451,1,CUST-000454,PROD-000359,2025-06-16,2025-06-19,LOC-0030,Credit Card,American Express,Express,UPS,5,515.94,381.62,0.0,206.38,5.83,2579.7,671.6,2791.91,Delivered
ORD-00007452,1,CUST-000708,PROD-000202,2024-05-07,2024-05-09,LOC-0017,Digital Wallet,Apple Pay,Express,UPS,2,296.42,203.22,80.67,40.97,11.67,512.17,105.73,564.81,Shipped
ORD-00007452,2,CUST-000708,PROD-000263,2024-05-07,2024-05-09,LOC-0017,Digital Wallet,Apple Pay,Express,UPS,5,860.7,373.87,1045.79,260.62,0.0,3257.71,1388.36,4083.14,Shipped
ORD-00007453,1,CUST-000657,PROD-000358,2024-09-19,,LOC-0030,Digital Wallet,Apple Pay,Overnight,FedEx,2,63.35,36.47,0.0,10.14,10.2,126.7,53.76,147.04,Processing
ORD-00007454,1,CUST-000864,PROD-000115,2023-11-06,2023-11-08,LOC-0028,Credit Card,American Express,Express,UPS,3,407.91,203.62,0.0,97.9,8.24,1223.73,612.87,1329.87,Delivered
ORD-00007455,1,CUST-000777,PROD-000137,2025-10-19,2025-10-20,LOC-0020,Credit Card,Visa,Express,FedEx,1,565.59,285.45,0.0,45.25,10.35,565.59,280.14,621.19,Delivered
ORD-00007455,2,CUST-000777,PROD-000062,2025-10-19,2025-10-20,LOC-0020,Credit Card,Visa,Express,FedEx,3,291.69,165.04,160.92,57.13,0.0,714.15,219.03,1392.47,Delivered
ORD-00007455,3,CUST-000777,PROD-000240,2025-10-19,2025-10-20,LOC-0020,Credit Card,Visa,Express,FedEx,2,1025.28,454.51,0.0,164.04,0.0,2050.56,1141.54,3607.07,Delivered
ORD-00007455,4,CUST-000777,PROD-000017,2025-10-19,2025-10-20,LOC-0020,Credit Card,Visa,Express,FedEx,2,85.59,41.03,10.25,12.87,0.0,160.93,78.87,3780.87,Delivered
ORD-00007456,1,CUST-000307,PROD-000464,2024-02-23,2024-02-24,LOC-0032,Debit Card,Mastercard,Standard,USPS,2,906.87,441.64,0.0,145.1,6.56,1813.74,930.46,1965.4,Delivered
ORD-00007457,1,CUST-000838,PROD-000369,2025-03-15,2025-03-18,LOC-0038,Credit Card,American Express,Standard,USPS,4,165.04,83.0,0.0,52.81,5.15,660.16,328.16,718.12,Shipped
ORD-00007458,1,CUST-000154,PROD-000380,2024-11-05,2024-11-08,LOC-0028,Credit Card,Mastercard,Overnight,UPS,2,817.92,371.32,0.0,130.87,9.67,1635.84,893.2,1776.38,Delivered
ORD-00007458,2,CUST-000154,PROD-000158,2024-11-05,2024-11-08,LOC-0028,Credit Card,Mastercard,Overnight,UPS,5,729.54,406.32,0.0,291.82,0.0,3647.7,1616.1,5715.9,Delivered
ORD-00007458,3,CUST-000154,PROD-000167,2024-11-05,2024-11-08,LOC-0028,Credit Card,Mastercard,Overnight,UPS,2,903.53,469.34,0.0,144.56,0.0,1807.06,868.38,7667.52,Delivered
ORD-00007459,1,CUST-000526,PROD-000057,2024-10-20,2024-10-23,LOC-0007,Credit Card,American Express,Standard,USPS,2,199.97,104.33,0.0,32.0,6.68,399.94,191.28,438.62,Delivered
ORD-00007460,1,CUST-000620,PROD-000324,2023-12-25,2023-12-27,LOC-0024,Digital Wallet,Apple Pay,Express,FedEx,2,515.44,356.96,69.65,76.9,14.24,961.23,247.31,1052.37,Delivered
ORD-00007460,2,CUST-000620,PROD-000283,2023-12-25,2023-12-27,LOC-0024,Digital Wallet,Apple Pay,Express,FedEx,1,740.27,352.81,111.12,50.33,0.0,629.15,276.34,1731.85,Delivered
ORD-00007460,3,CUST-000620,PROD-000164,2023-12-25,2023-12-27,LOC-0024,Digital Wallet,Apple Pay,Express,FedEx,5,232.99,132.54,0.0,93.2,0.0,1164.95,502.25,2990.0,Delivered
ORD-00007461,1,CUST-000022,PROD-000063,2023-12-10,2023-12-11,LOC-0025,Debit Card,Mastercard,Overnight,UPS,4,761.88,380.42,0.0,243.8,13.05,3047.52,1525.84,3304.37,Shipped
ORD-00007462,1,CUST-000085,PROD-000263,2024-05-08,2024-05-09,LOC-0040,Credit Card,Visa,Express,UPS,2,860.7,373.87,0.0,137.71,6.0,1721.4,973.66,1865.11,Delivered
ORD-00007463,1,CUST-000686,PROD-000415,2024-11-22,2024-11-25,LOC-0001,Credit Card,American Express,Standard,USPS,1,787.09,321.76,0.0,62.97,14.32,787.09,465.33,864.38,Delivered
ORD-00007464,1,CUST-000058,PROD-000261,2025-07-13,2025-07-16,LOC-0001,Debit Card,Mastercard,Standard,UPS,2,1007.39,418.57,0.0,161.18,5.91,2014.78,1177.64,2181.87,Delivered
ORD-00007465,1,CUST-000196,PROD-000429,2024-11-24,2024-11-26,LOC-0006,Credit Card,Mastercard,Overnight,FedEx,4,583.58,366.99,243.51,167.26,14.95,2090.81,622.85,2273.02,Shipped
ORD-00007466,1,CUST-000237,PROD-000098,2025-05-10,2025-05-12,LOC-0023,Digital Wallet,Apple Pay,Standard,USPS,4,715.19,303.91,0.0,228.86,13.55,2860.76,1645.12,3103.17,Shipped
ORD-00007467,1,CUST-000607,PROD-000185,2024-05-21,,LOC-0039,Digital Wallet,PayPal,Overnight,UPS,3,583.72,418.88,0.0,140.09,11.83,1751.16,494.52,1903.08,Processing
ORD-00007467,2,CUST-000607,PROD-000235,2024-05-21,,LOC-0039,Digital Wallet,PayPal,Overnight,UPS,5,443.24,199.82,353.02,149.05,0.0,1863.18,864.08,3915.31,Processing
ORD-00007468,1,CUST-000351,PROD-000362,2025-02-05,2025-02-06,LOC-0017,Credit Card,Mastercard,Overnight,UPS,4,870.75,371.5,329.31,252.3,14.01,3153.69,1667.69,3420.0,Delivered
ORD-00007469,1,CUST-000664,PROD-000112,2025-02-24,2025-02-25,LOC-0029,Debit Card,Visa,Overnight,FedEx,1,1081.38,473.4,0.0,86.51,8.68,1081.38,607.98,1176.57,Delivered
ORD-00007469,2,CUST-000664,PROD-000237,2025-02-24,2025-02-25,LOC-0029,Debit Card,Visa,Overnight,FedEx,3,387.26,263.32,87.36,85.95,0.0,1074.42,284.46,2336.94,Delivered
ORD-00007469,3,CUST-000664,PROD-000285,2025-02-24,2025-02-25,LOC-0029,Debit Card,Visa,Overnight,FedEx,4,137.87,60.44,100.46,36.08,0.0,451.02,209.26,2824.04,Delivered
ORD-00007470,1,CUST-000492,PROD-000080,2024-04-27,,LOC-0002,Digital Wallet,PayPal,Express,FedEx,3,846.55,388.35,0.0,203.17,14.44,2539.65,1374.6,2757.26,Processing
ORD-00007471,1,CUST-000025,PROD-000089,2025-01-17,,LOC-0032,Digital Wallet,Google Pay,Express,UPS,1,218.49,147.6,0.0,17.48,11.29,218.49,70.89,247.26,Cancelled
ORD-00007471,2,CUST-000025,PROD-000350,2025-01-17,,LOC-0032,Digital Wallet,Google Pay,Express,UPS,4,169.48,75.35,0.0,54.23,0.0,677.92,376.52,979.41,Cancelled
ORD-00007472,1,CUST-000923,PROD-000488,2024-08-14,2024-08-17,LOC-0010,Digital Wallet,Google Pay,Overnight,FedEx,2,318.0,159.72,0.0,50.88,8.4,636.0,316.56,695.28,Shipped
ORD-00007473,1,CUST-000642,PROD-000446,2024-10-18,2024-10-21,LOC-0011,Debit Card,Visa,Express,FedEx,3,41.36,18.66,0.0,9.93,12.47,124.08,68.1,146.48,Delivered
ORD-00007474,1,CUST-000432,PROD-000058,2024-05-01,2024-05-02,LOC-0040,Digital Wallet,Apple Pay,Express,UPS,5,495.46,318.46,0.0,198.18,14.61,2477.3,885.0,2690.09,Delivered
ORD-00007474,2,CUST-000432,PROD-000302,2024-05-01,2024-05-02,LOC-0040,Digital Wallet,Apple Pay,Express,UPS,3,679.08,293.19,162.02,150.02,0.0,1875.22,995.65,4715.33,Delivered
ORD-00007475,1,CUST-000584,PROD-000174,2025-08-02,2025-08-03,LOC-0014,Debit Card,Visa,Standard,USPS,5,702.11,356.25,0.0,280.84,11.62,3510.55,1729.3,3803.01,Delivered
ORD-00007476,1,CUST-000036,PROD-000336,2025-05-27,2025-05-28,LOC-0035,Digital Wallet,PayPal,Standard,USPS,4,675.97,479.82,0.0,216.31,10.67,2703.88,784.6,2930.86,Delivered
ORD-00007476,2,CUST-000036,PROD-000084,2025-05-27,2025-05-28,LOC-0035,Digital Wallet,PayPal,Standard,USPS,5,648.7,337.61,0.0,259.48,0.0,3243.5,1555.45,6433.84,Delivered
ORD-00007477,1,CUST-000572,PROD-000455,2025-02-13,2025-02-16,LOC-0033,Digital Wallet,Google Pay,Standard,USPS,5,59.17,28.32,0.0,23.67,8.33,295.85,154.25,327.85,Delivered
ORD-00007478,1,CUST-000051,PROD-000382,2025-05-09,2025-05-12,LOC-0040,Credit Card,Mastercard,Standard,USPS,2,387.96,268.07,43.67,58.58,8.99,732.25,196.11,799.82,Delivered
ORD-00007479,1,CUST-000030,PROD-000087,2025-01-24,2025-01-26,LOC-0018,Digital Wallet,Apple Pay,Standard,USPS,4,872.58,454.55,0.0,279.23,5.02,3490.32,1672.12,3774.57,Delivered
ORD-00007480,1,CUST-000743,PROD-000147,2024-03-31,2024-04-02,LOC-0039,Debit Card,Visa,Overnight,UPS,3,538.75,384.85,0.0,129.3,9.3,1616.25,461.7,1754.85,Delivered
ORD-00007481,1,CUST-000003,PROD-000041,2024-11-07,2024-11-08,LOC-0004,Credit Card,American Express,Standard,UPS,5,240.81,150.44,0.0,96.32,9.43,1204.05,451.85,1309.8,Delivered
ORD-00007481,2,CUST-000003,PROD-000327,2024-11-07,2024-11-08,LOC-0004,Credit Card,American Express,Standard,UPS,5,623.19,387.36,0.0,249.28,0.0,3115.95,1179.15,4675.03,Delivered
ORD-00007482,1,CUST-000275,PROD-000295,2025-04-16,,LOC-0001,Credit Card,Visa,Express,UPS,1,630.04,484.27,0.0,50.4,14.12,630.04,145.77,694.56,Processing
ORD-00007483,1,CUST-000221,PROD-000249,2024-11-23,2024-11-26,LOC-0011,Credit Card,Visa,Standard,UPS,2,157.9,63.35,0.0,25.26,12.92,315.8,189.1,353.98,Delivered
ORD-00007484,1,CUST-000317,PROD-000439,2025-06-24,,LOC-0037,Digital Wallet,Google Pay,Overnight,FedEx,1,750.45,301.53,0.0,60.04,12.69,750.45,448.92,823.18,Processing
ORD-00007485,1,CUST-000946,PROD-000054,2024-12-12,,LOC-0015,Credit Card,Visa,Standard,USPS,1,264.58,127.77,0.0,21.17,9.29,264.58,136.81,295.04,Processing
ORD-00007486,1,CUST-000354,PROD-000243,2024-04-05,,LOC-0009,Credit Card,Mastercard,Standard,USPS,3,526.78,386.89,0.0,126.43,8.22,1580.34,419.67,1714.99,Processing
ORD-00007487,1,CUST-000696,PROD-000190,2025-04-12,,LOC-0011,Debit Card,Visa,Express,UPS,2,733.91,320.29,0.0,117.43,9.79,1467.82,827.24,1595.04,Cancelled
ORD-00007488,1,CUST-000272,PROD-000406,2024-08-21,2024-08-22,LOC-0036,Credit Card,American Express,Express,UPS,3,535.04,380.5,262.42,107.42,7.69,1342.7,201.2,1457.81,Delivered
ORD-00007489,1,CUST-000877,PROD-000166,2025-01-01,2025-01-02,LOC-0033,Debit Card,Mastercard,Express,UPS,5,511.81,241.68,0.0,204.72,12.32,2559.05,1350.65,2776.09,Delivered
ORD-00007489,2,CUST-000877,PROD-000421,2025-01-01,2025-01-02,LOC-0033,Debit Card,Mastercard,Express,UPS,5,97.83,67.12,0.0,39.13,0.0,489.15,153.55,3304.37,Delivered
ORD-00007489,3,CUST-000877,PROD-000124,2025-01-01,2025-01-02,LOC-0033,Debit Card,Mastercard,Express,UPS,1,727.4,448.21,98.33,50.33,0.0,629.07,180.86,3983.77,Delivered
ORD-00007489,4,CUST-000877,PROD-000489,2025-01-01,2025-01-02,LOC-0033,Debit Card,Mastercard,Express,UPS,4,923.99,417.0,0.0,295.68,0.0,3695.96,2027.96,7975.41,Delivered
ORD-00007490,1,CUST-000185,PROD-000428,2024-11-24,2024-11-27,LOC-0006,Credit Card,Mastercard,Express,FedEx,1,613.36,375.64,0.0,49.07,9.2,613.36,237.72,671.63,Delivered
ORD-00007491,1,CUST-000130,PROD-000058,2024-07-13,,LOC-0010,Credit Card,Mastercard,Express,UPS,1,495.46,318.46,0.0,39.64,14.26,495.46,177.0,549.36,Cancelled
ORD-00007491,2,CUST-000130,PROD-000108,2024-07-13,,LOC-0010,Credit Card,Mastercard,Express,UPS,1,731.84,333.05,82.64,51.94,0.0,649.2,316.15,1250.5,Cancelled
ORD-00007492,1,CUST-000339,PROD-000126,2024-02-02,2024-02-05,LOC-0003,Credit Card,Mastercard,Express,FedEx,1,972.93,460.89,134.81,67.05,12.11,838.12,377.23,917.28,Delivered
ORD-00007493,1,CUST-000636,PROD-000394,2024-09-26,2024-09-29,LOC-0008,Credit Card,American Express,Express,FedEx,3,392.52,271.49,286.12,71.32,6.41,891.44,76.97,969.17,Delivered
ORD-00007494,1,CUST-000132,PROD-000042,2024-12-15,2024-12-16,LOC-0003,Digital Wallet,PayPal,Express,FedEx,1,342.36,185.75,0.0,27.39,13.02,342.36,156.61,382.77,Delivered
ORD-00007495,1,CUST-000804,PROD-000201,2025-04-12,,LOC-0030,Digital Wallet,Apple Pay,Express,UPS,3,1229.44,498.71,368.22,265.61,7.29,3320.1,1823.97,3593.0,Cancelled
ORD-00007496,1,CUST-000126,PROD-000451,2025-10-10,2025-10-12,LOC-0027,Credit Card,American Express,Standard,USPS,2,80.54,40.1,0.0,12.89,7.75,161.08,80.88,181.72,Delivered
ORD-00007496,2,CUST-000126,PROD-000372,2025-10-10,2025-10-12,LOC-0027,Credit Card,American Express,Standard,USPS,3,202.11,116.82,70.63,42.86,0.0,535.7,185.24,760.28,Delivered
ORD-00007497,1,CUST-000943,PROD-000468,2024-01-18,2024-01-19,LOC-0039,Digital Wallet,Google Pay,Express,UPS,2,231.54,140.8,0.0,37.05,9.05,463.08,181.48,509.18,Delivered
ORD-00007498,1,CUST-000954,PROD-000425,2025-11-01,2025-11-04,LOC-0015,Debit Card,Mastercard,Overnight,FedEx,4,514.86,381.09,464.43,127.6,8.96,1595.01,70.65,1731.57,Shipped
ORD-00007499,1,CUST-000641,PROD-000433,2024-07-15,2024-07-18,LOC-0012,Credit Card,Visa,Express,UPS,5,642.49,383.09,0.0,257.0,12.28,3212.45,1297.0,3481.73,Shipped
ORD-00007499,2,CUST-000641,PROD-000031,2024-07-15,2024-07-18,LOC-0012,Credit Card,Visa,Express,UPS,4,814.11,332.64,0.0,260.52,0.0,3256.44,1925.88,6998.69,Shipped
ORD-00007500,1,CUST-000804,PROD-000437,2025-04-29,2025-05-01,LOC-0018,Debit Card,Visa,Overnight,UPS,4,357.85,250.91,162.62,101.5,12.58,1268.78,265.14,1382.86,Delivered
ORD-00007501,1,CUST-000428,PROD-000054,2024-05-04,2024-05-05,LOC-0032,Debit Card,Mastercard,Overnight,FedEx,4,264.58,127.77,0.0,84.67,7.26,1058.32,547.24,1150.25,Delivered
ORD-00007501,2,CUST-000428,PROD-000075,2024-05-04,2024-05-05,LOC-0032,Debit Card,Mastercard,Overnight,FedEx,1,582.35,342.99,0.0,46.59,0.0,582.35,239.36,1779.19,Delivered
ORD-00007502,1,CUST-000156,PROD-000341,2023-12-01,2023-12-03,LOC-0030,Debit Card,Visa,Express,FedEx,4,1003.07,407.77,0.0,320.98,6.91,4012.28,2381.2,4340.17,Delivered
ORD-00007503,1,CUST-000818,PROD-000129,2025-06-16,2025-06-19,LOC-0006,Digital Wallet,Apple Pay,Overnight,UPS,4,140.65,72.84,0.0,45.01,8.38,562.6,271.24,615.99,Delivered
ORD-00007504,1,CUST-000859,PROD-000374,2025-02-09,,LOC-0007,Digital Wallet,PayPal,Express,UPS,3,167.06,77.93,0.0,40.09,6.05,501.18,267.39,547.32,Cancelled
ORD-00007505,1,CUST-000440,PROD-000141,2025-07-05,2025-07-07,LOC-0010,Credit Card,American Express,Standard,UPS,2,323.77,169.29,0.0,51.8,6.69,647.54,308.96,706.03,Delivered
ORD-00007506,1,CUST-000540,PROD-000167,2025-02-07,2025-02-08,LOC-0010,Debit Card,Visa,Overnight,UPS,2,903.53,469.34,0.0,144.56,12.26,1807.06,868.38,1963.88,Delivered
ORD-00007507,1,CUST-000229,PROD-000253,2024-04-24,,LOC-0010,Digital Wallet,Apple Pay,Overnight,FedEx,5,174.97,112.82,0.0,69.99,9.98,874.85,310.75,954.82,Processing
ORD-00007508,1,CUST-000582,PROD-000313,2024-12-05,,LOC-0038,Digital Wallet,Apple Pay,Standard,USPS,5,249.43,178.0,0.0,99.77,14.99,1247.15,357.15,1361.91,Processing
ORD-00007508,2,CUST-000582,PROD-000307,2024-12-05,,LOC-0038,Digital Wallet,Apple Pay,Standard,USPS,3,523.16,239.92,0.0,125.56,0.0,1569.48,849.72,3056.95,Processing
ORD-00007509,1,CUST-000635,PROD-000123,2024-10-27,2024-10-30,LOC-0016,Debit Card,Mastercard,Express,FedEx,2,268.18,150.77,0.0,42.91,5.44,536.36,234.82,584.71,Delivered
ORD-00007509,2,CUST-000635,PROD-000051,2024-10-27,2024-10-30,LOC-0016,Debit Card,Mastercard,Express,FedEx,5,654.8,267.44,0.0,261.92,0.0,3274.0,1936.8,4120.63,Delivered
ORD-00007510,1,CUST-000290,PROD-000056,2025-04-22,2025-04-24,LOC-0030,Credit Card,Visa,Overnight,UPS,4,742.98,387.54,599.86,189.76,13.18,2372.06,821.9,2575.0,Delivered
ORD-00007511,1,CUST-000580,PROD-000128,2024-07-24,,LOC-0021,Credit Card,Visa,Express,FedEx,4,475.07,291.51,185.78,137.16,11.71,1714.5,548.46,1863.37,Processing
ORD-00007512,1,CUST-000427,PROD-000484,2024-01-26,2024-01-28,LOC-0015,Digital Wallet,Google Pay,Express,FedEx,1,110.09,49.25,0.0,8.81,13.41,110.09,60.84,132.31,Delivered
ORD-00007512,2,CUST-000427,PROD-000292,2024-01-26,2024-01-28,LOC-0015,Digital Wallet,Google Pay,Express,FedEx,4,382.69,231.96,0.0,122.46,0.0,1530.76,602.92,1785.53,Delivered
ORD-00007513,1,CUST-000142,PROD-000148,2025-01-18,2025-01-19,LOC-0022,Digital Wallet,Google Pay,Standard,UPS,5,316.65,201.02,0.0,126.66,8.81,1583.25,578.15,1718.72,Shipped
ORD-00007514,1,CUST-000984,PROD-000307,2023-11-22,2023-11-24,LOC-0014,Digital Wallet,Google Pay,Overnight,UPS,2,523.16,239.92,144.67,72.13,5.05,901.65,421.81,978.83,Delivered
ORD-00007515,1,CUST-000407,PROD-000359,2025-09-22,2025-09-23,LOC-0024,Credit Card,American Express,Standard,UPS,4,515.94,381.62,0.0,165.1,13.31,2063.76,537.28,2242.17,Delivered
ORD-00007515,2,CUST-000407,PROD-000415,2025-09-22,2025-09-23,LOC-0024,Credit Card,American Express,Standard,UPS,3,787.09,321.76,0.0,188.9,0.0,2361.27,1395.99,4792.34,Delivered
ORD-00007516,1,CUST-000903,PROD-000364,2024-05-09,2024-05-10,LOC-0001,Digital Wallet,Apple Pay,Express,FedEx,1,746.61,362.71,0.0,59.73,14.79,746.61,383.9,821.13,Delivered
ORD-00007516,2,CUST-000903,PROD-000318,2024-05-09,2024-05-10,LOC-0001,Digital Wallet,Apple Pay,Express,FedEx,1,840.44,342.46,0.0,67.24,0.0,840.44,497.98,1728.81,Delivered
ORD-00007516,3,CUST-000903,PROD-000379,2024-05-09,2024-05-10,LOC-0001,Digital Wallet,Apple Pay,Express,FedEx,1,634.55,284.77,0.0,50.76,0.0,634.55,349.78,2414.12,Delivered
ORD-00007517,1,CUST-000326,PROD-000336,2025-09-02,2025-09-05,LOC-0039,Credit Card,Mastercard,Overnight,UPS,1,675.97,479.82,0.0,54.08,12.87,675.97,196.15,742.92,Delivered
ORD-00007518,1,CUST-000126,PROD-000161,2024-08-25,2024-08-26,LOC-0038,Credit Card,Mastercard,Express,FedEx,5,19.74,14.02,14.6,6.73,6.94,84.1,14.0,97.77,Delivered
ORD-00007519,1,CUST-000616,PROD-000421,2025-03-05,2025-03-07,LOC-0001,Debit Card,Mastercard,Overnight,FedEx,5,97.83,67.12,64.34,33.98,14.55,424.81,89.21,473.34,Delivered
ORD-00007520,1,CUST-000482,PROD-000259,2025-09-13,2025-09-15,LOC-0005,Debit Card,Visa,Standard,UPS,5,332.74,148.0,0.0,133.1,11.43,1663.7,923.7,1808.23,Delivered
ORD-00007521,1,CUST-000903,PROD-000477,2025-09-12,2025-09-14,LOC-0028,Digital Wallet,Google Pay,Express,FedEx,2,270.21,134.61,0.0,43.23,7.5,540.42,271.2,591.15,Delivered
ORD-00007521,2,CUST-000903,PROD-000348,2025-09-12,2025-09-14,LOC-0028,Digital Wallet,Google Pay,Express,FedEx,4,155.09,114.48,0.0,49.63,0.0,620.36,162.44,1261.14,Delivered
ORD-00007521,3,CUST-000903,PROD-000304,2025-09-12,2025-09-14,LOC-0028,Digital Wallet,Google Pay,Express,FedEx,4,512.24,348.34,0.0,163.92,0.0,2048.96,655.6,3474.02,Delivered
ORD-00007522,1,CUST-000312,PROD-000270,2024-03-12,2024-03-14,LOC-0006,Credit Card,Mastercard,Express,UPS,3,999.64,437.18,0.0,239.91,13.65,2998.92,1687.38,3252.48,Delivered
ORD-00007523,1,CUST-000571,PROD-000355,2025-08-28,,LOC-0025,Debit Card,Visa,Express,FedEx,5,130.85,67.58,0.0,52.34,14.82,654.25,316.35,721.41,Processing
ORD-00007523,2,CUST-000571,PROD-000487,2025-08-28,,LOC-0025,Debit Card,Visa,Express,FedEx,1,73.54,35.53,0.0,5.88,0.0,73.54,38.01,800.83,Processing
ORD-00007524,1,CUST-000476,PROD-000310,2025-05-26,2025-05-29,LOC-0018,Credit Card,Visa,Express,FedEx,3,598.4,257.74,0.0,143.62,12.62,1795.2,1021.98,1951.44,Delivered
ORD-00007524,2,CUST-000476,PROD-000058,2025-05-26,2025-05-29,LOC-0018,Credit Card,Visa,Express,FedEx,1,495.46,318.46,79.51,33.28,0.0,415.95,97.49,2400.67,Delivered
ORD-00007524,3,CUST-000476,PROD-000474,2025-05-26,2025-05-29,LOC-0018,Credit Card,Visa,Express,FedEx,4,368.59,255.12,0.0,117.95,0.0,1474.36,453.88,3992.98,Delivered
ORD-00007525,1,CUST-000585,PROD-000050,2025-04-16,2025-04-18,LOC-0040,Debit Card,Mastercard,Express,UPS,2,797.81,389.09,0.0,127.65,10.92,1595.62,817.44,1734.19,Delivered
ORD-00007525,2,CUST-000585,PROD-000423,2025-04-16,2025-04-18,LOC-0040,Debit Card,Mastercard,Express,UPS,4,540.57,374.79,0.0,172.98,0.0,2162.28,663.12,4069.45,Delivered
ORD-00007526,1,CUST-000786,PROD-000272,2023-12-16,,LOC-0040,Credit Card,Mastercard,Overnight,UPS,2,423.03,301.2,0.0,67.68,12.17,846.06,243.66,925.91,Cancelled
